"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.150557158339621,0.215460381788811,0.0701445229662879,0.0350205974414117,0.449945157258682,0.13465575927252,0.279292620626969,0.00531833616941967,0.353645223419745,0.348585203298918,0.218678520281964,0.828474917857154,0.756405290693175,0.139614065137601,0.776506216656182,0.101184490637164,0.0702297281754047,0.369410934840935,0.0230316960136878,0.24016531499484,0.247606821099021,0.131277281614714,0.107927671922085,0.00365612116260173,0.0313130246210287,0.214191586477263,0.586916835343102,0.0666690981254833,0.00400989133711677,0.823981694605044,0.0146458713338449,0.326560394931972,0.820279030435985,0.0175148021896106,0.182969291417285,0.412741938276288,0.173932104068094,0.0152004942536429,0.104055375461071,0.167501207701637,0.0438249395752834,0.0712678687228986,0.137064114414813,0.515327612588406,0.0591360857260388,0.0107189971579853,0.387320978886849,0.318781278284308,0.334308056585175,0.594729841301585,0.114554272682824,0.19209273929393,0.391348992672761,0.202762121997763,0.320595926170805,0.568982975850801,0.2968373706306,0.253409723999513,0.0594254651403989,0.225607846721059,0.0990713157553459,0.0431995272612883,0.381399834914322,0.229687091449472,0.376469871070351,0.40804111717802,0.00549779602584912,0.00402775527981256,0.14194660587722,0.0291944357595553,0.349963545257927,0.0159069519984736,0.121558111605901,0.194240618189727,0.621954386836155,0.321137515881692,0.67774918305752,0.0311586526640551,0.676003889820064,0.690275151089386,0.203121148941928,0.12624535111488,0.107176662924129,0.60087197918102,0.0244885952472154,0.12889018631194,0.026193196503578,0.434171968863207,0.723080037237869,0.0675384799041036,0.00452103628904283,0.265127129841456,0.0310043768515036,0.130452160349421,0.472648280157822,1.26266445071036,0.539117167858531,0.154530418402359,0.490951113537197,0.117574261369147
0.154415488492924,0.817082910114261,0.495132117393741,0.30289026677079,0.138722221691087,0.414157366555044,0.290767294184096,0.459235564571315,0.162495643924136,0.120915538791977,0.252528766076978,0.0171984068129195,0.011650929419157,0.201350303143264,0.00792660326979103,0.357203587221269,0.0207706096331215,0.580619782843433,0.00442027826736189,0.118131807644445,0.231713448003354,0.595436113608363,0.248519479124251,0.0765160711925522,0.549802366595103,0.132937361378404,0.114348902951389,0.123557096604506,0.52819827030275,0.654833099729736,0.0841073277907505,0.415521852017826,0.0075779693728951,0.0333293255004012,0.156252644659644,0.161236910471238,0.0773277121243904,0.0941446981525663,0.12072268915451,0.00451951290754888,0.493568414749116,0.498977310849978,0.324956508195273,0.602394918876961,0.00986616259165383,0.447679411411891,0.329000603953895,0.0137918926324491,0.125558950389652,0.0142414482219893,0.0435508918703061,0.0272460517726098,0.0431414984050148,0.877932176637992,0.11277965157843,0.186646209234176,0.000184027812667833,0.246703283415523,0.375015075599839,0.0307735976519457,0.0271059242182039,0.108460258132928,0.269316876007984,0.405712431611267,0.357475909771741,0.134404231279216,0.364204395426855,0.0997591763194614,0.33101172652355,0.239644369928485,0.077472865305152,0.484325939200858,0.229746991510826,0.254006247981034,0.316928126292871,0.210876891491139,0.189569619431476,0.316542218134635,0.00356695302479629,0.0393570334442368,0.350048609244949,0.269399832262138,0.000264238185398315,0.608265116683588,0.0671550191707975,0.425845440405755,0.469640028318712,0.0728649227099716,0.366417337844827,0.300301293408609,0.0996616795652457,0.0342821395671945,0.123538477215074,0.0547078965601843,0.347290692232265,0.564912947520373,0.300898156645972,0.596019617797502,0.474081549760067,0.647630994830693
0.782511230790541,0.256126297378674,0.141788425642055,0.232351397765194,0.725301509172596,0.244291413544021,0.706215862174567,1.18298709158056,1.79594082732486,0.50295119046478,0.38591752218126,0.310434148137675,0.161796733340878,0.248717781315064,0.309307032722768,1.30052447172674,0.223615865727205,0.0777534317555939,0.141519910370527,0.556517057243075,0.189667922467621,0.054279190367208,0.151172548129381,0.203512108050234,0.549964748430619,0.0132818651952485,0.00368522013061232,0.446628094422444,0.0488458726139184,0.139366729264589,0.000359056874619335,0.361500370005936,0.345379677163864,0.0534087061013918,0.0825390059016961,0.157547550724621,0.286897153284701,0.0822072945276868,0.0551412232512253,0.54308625007587,0.404996191549691,0.482444714174039,0.383444875089389,0.306421639907237,0.228883667493799,0.401074336220046,0.19730429922625,0.191033550556846,0.558500941565021,0.0198461015033149,0.112783607599483,0.156378548405689,0.049357044082319,0.308261878468652,0.676744020082584,1.70894003643736,0.372889400155055,0.462207609507969,0.225118726913383,0.450021724635874,0.183671326466106,0.485549554786022,0.19261573176407,0.691078235691633,0.199375969375564,0.226162674406345,0.863859366646206,0.00450474140462633,0.276148986427368,0.0493308990157725,0.936750757482116,0.648618659640945,0.0195330797964165,0.400706203268593,0.185990826498556,0.316886893708012,0.00645521859426123,0.250560164799291,0.213025083471699,0.0355918301255393,0.0113694622589519,0.558066439264401,0.440680816671587,0.022945122242447,0.305509573405925,1.29483869485906,0.242354670403722,0.384626229342213,0.34166238354942,0.409008623388699,0.317726893611832,0.0529054521260692,0.00993071851295635,0.454335408096317,0.938925092884905,0.301505584944612,0.063913164026142,0.14640568049804,0.24252528611211,0.219369670058347
0.658991382470187,0.0100957857161823,0.0220000490766921,0.237784599452205,0.0702060663856593,0.0326391365184822,0.00071518250326116,0.443960381692437,0.139740750763038,0.550908581664477,0.515732637307791,0.277239798685229,0.27674552599728,0.119711298437195,0.156951275571014,0.296485920253439,0.298472434457789,0.381215689064587,0.284732119953677,0.0860463624649953,0.20662488195156,0.236384528598203,0.141487545637045,0.267883002272602,0.168349969525378,0.101506987152702,0.203760434593294,0.0258851942628651,0.2933803066983,0.893330696742171,0.462471966874804,0.234737437574431,0.0127023565379284,0.0857971236729842,0.0269780173737875,0.542405887260501,0.177923508833064,0.346945918587738,0.0861929044670859,0.272738706232741,0.45446418826166,0.470040062254477,1.07038788426761,0.0302209782286152,0.046133035670503,0.565017663136854,0.817290927364228,0.380138767424144,0.617292394569473,0.320542370660826,0.122898077135828,0.0917686455222458,0.3009540930983,0.0411691332858934,0.0256718861103564,0.117474743602778,0.538455896974474,0.0157025831226846,0.821377032435764,0.169523645575802,0.486942252978296,0.275493033658444,0.204166829885186,0.158874878603333,0.0307694290961629,0.458324111612909,0.210253282162534,1.35193933468422,0.122091364024285,0.333553030574984,0.379834763302067,0.458269653077827,0.573009101905817,0.0644740810962404,0.177168980230429,0.340972250345162,0.0181771917845758,0.351362726200329,0.30429101299206,0.614092947528715,0.042968779607252,0.253663637840554,0.169044999297269,0.117894284265181,0.437680225954154,0.16652290919346,0.0118407614282877,0.313640509315776,0.136924319644568,0.351465368079292,0.159353530107916,0.116620218510076,0.503851122012818,0.0968693706005271,0.0380101101591501,0.307523931328416,0.311286759254993,0.0831531279054872,0.463486572877267,0.0776581860676434
0.289528056638846,0.0128019462562031,0.00112384873090284,0.151171226879703,0.0761387932978954,0.127563053123778,0.223581449331893,0.478985875351347,0.811260113109026,0.854386572043423,0.444555793459786,0.0676009669433896,0.385128605818752,0.0116146143384083,0.0199746638283275,0.478915661065232,0.242462052452414,0.301625875127265,0.130945800353264,0.0799852483359565,0.0595685995618642,0.661912996912902,0.266817192016011,0.522032524193973,0.225227499228444,0.16429890880259,0.00114615326210778,0.428955946264374,0.491504503644229,0.285002853048965,0.0529398463196113,0.0156364029396074,0.240692329078111,0.267534700870495,0.564039708897855,0.171122684142727,0.0181740810299544,0.206836806243167,0.124622461714296,0.0041476792051244,0.602295812034173,1.03446134256798,0.11588131335123,0.288223706128684,0.154466494408601,0.0588743073228997,0.0890372062674847,0.296551092217961,0.16581461311188,0.054054758661203,0.0250982883594111,0.180441378610712,0.0894672214072204,0.17295411242286,1.07057942775868,0.0529630622371774,0.72519855488879,0.203089311655537,0.34922710492044,0.200371784422515,0.173269846860222,0.258029335580391,0.0114632487153439,0.4667627309831,0.821862557334592,0.169398629608933,0.00880428103562086,0.0755341728403175,0.0210126514505158,0.363265315957818,0.234807339776357,0.0989219758366239,0.010521435350032,0.193787708640925,0.508106279777152,0.267601647558624,0.83889837241701,0.497546719079702,0.0337861679249,0.102893743289573,0.312301213999886,0.00399977019071546,0.827153954406315,1.24389319112188,1.15742094921848,0.646565326184839,0.221254709986391,0.246949895644064,0.121125737726427,0.132767061374669,0.216834415189789,0.22586728009827,0.0704957892413631,0.325191156505853,0.161716750843643,0.390296648870009,0.0914470680910185,0.00726390630938835,0.200725455715091,0.350083157411529
0.226144475209162,0.409615569259531,0.0926889244341479,0.873832468371668,0.236058484774163,0.480866367703973,0.041037488110879,0.335041208473731,0.123005785266665,0.0423083575607373,0.00294289031077409,0.188226681834047,0.248009111513553,0.0255940243801918,0.319660351019515,0.0855405848328674,0.192653633492584,1.40706569985802,0.608534608282136,0.27189005772609,0.140281659244336,0.304227466935621,0.341184813276168,0.124886168858948,0.583695664982812,0.238286438131481,1.25950869007087,0.00443121708514175,0.358620932352772,0.462438295991829,0.511283057871203,0.981866328143545,0.0877249274601973,0.604195469693939,0.178944583952598,0.0862334040586313,0.0467499430469669,0.134274323510087,0.108609540851098,0.0420939576552155,0.0459243877119297,0.653724164533514,1.00002593417532,0.172587240163808,0.0748898723248119,0.167652583683161,0.147856678981463,0.249778105312722,0.418280535599096,0.456753694326819,0.688130451732211,0.252333834387898,0.285248770018241,0.241607556258567,0.0460326625034537,0.0589560022736993,0.0213196227164987,0.162136305055259,0.0782146912135767,0.221585068200773,1.35310970896899,0.177341190023671,0.196492224306286,0.366206686935857,0.409065623109765,0.124098311719374,1.08667199822737,0.250304874299324,0.0403391103364986,0.0942850875246947,0.194259257469219,0.260866610199361,0.0110597268582707,0.0516611392338095,0.178908107527508,0.116688334753952,0.226485269791913,0.963585922223855,0.320530433107188,0.430439337147902,0.287970560916587,0.382420607193938,0.0223309059832638,0.188303925064518,0.168585124995112,0.203876389089585,0.0543061860525008,0.215520048866486,0.104859084500601,0.044913245448518,0.422811936919805,0.739092850085129,0.0195849000980747,0.689156253834683,0.00456804520607126,0.385741183897025,0.801506734847322,0.133791525772881,0.0604812684692435,0.753978447786434
0.181635261875082,0.429375155147546,0.571139762521419,0.658861361274359,1.47510570003563,0.669179480581086,0.799403378486363,0.362698999125785,0.434124621751157,0.123782645738303,0.118487503270049,0.0128219797646165,0.160013724076774,0.321538752272469,0.927245430761031,0.167061899782873,0.54985668473123,1.63059938814721,0.406307612815705,0.305598829604109,0.200627531838694,0.313173935107394,0.00349061837250497,0.806775505311303,0.462540544359289,0.100817869227465,0.381518953126928,0.251766005840993,0.850328093366425,0.495886717462543,0.129111719503518,0.0111587283477014,0.355708814749734,0.291689293733726,0.402972982041388,0.0439197988414787,0.242073495346688,0.433033030689571,0.663643465228064,0.0694487429497674,0.00238857527271992,0.156044916561446,1.93412456979385,2.11635067745453,0.264041291395083,0.200175206320391,0.426139895969251,0.00308057293687393,0.166813848848148,0.12623649283412,0.231777217181508,0.88689140091134,0.850625638628982,0.231466286894754,0.937532708161829,0.320775929256283,0.291230556562867,0.0442998027080402,0.725607715280065,0.420144564408263,0.446726215458895,0.0821188934181218,0.150299995616786,0.278678181781692,0.131310034324528,1.02954380622208,0.14057810410977,0.176786145489939,0.00212530516410434,0.158820433570228,0.61864062475,0.311319418291349,0.304475806822842,0.0349646497101299,0.725806436619736,0.326785277541654,0.164579079976886,0.842731733112137,0.864646464130576,0.235356625586004,0.0593427382134705,0.00934230553519649,0.113871520606115,0.0925928377519521,0.36221023814059,0.69956076872997,0.135490434714216,0.490753429722771,0.268376295153309,0.198369223436099,0.415443399028026,0.00213893441981186,0.0438956162756307,0.172929426672753,0.0807265923811958,0.0219935643856581,0.256766729623089,0.103339577267632,0.247960990214681,0.475464491558101
0.0802688105234908,0.255039025370409,1.0733412349269,0.0252894632025532,0.206846869695774,1.60426683062551,0.593893083568083,0.0835381223717917,0.222362121362067,0.296821793743535,0.028555285760375,0.236990330939931,0.238886170611655,0.590731716231551,0.362340149087758,0.0640257066482343,0.708392983291173,0.0347023606421498,0.0157859777076018,0.613304145055169,0.276076880190553,0.116150181526241,0.0116345196874618,0.370844560336924,0.344908375429388,0.785591834491744,0.0570011919346178,2.89069094632845,0.47970845737407,0.0734013613602246,0.148377211641807,0.0141951500657376,0.406679269410957,0.220084006592519,0.00584342908045659,0.341377403433553,0.648296865838569,0.312353856145608,0.806685873937164,0.448349229648292,0.146369204339807,0.335129935143747,0.0875447336043872,0.0218549462366012,0.220869166559526,0.436956508602224,0.369292080451786,0.148860904041798,0.0693119056995379,0.0757263545373239,1.28378215443096,0.0985309762021989,0.503079701220201,0.995934424620426,0.0489077148178248,0.199127042297233,0.0765514620891697,0.0186905399337359,1.3468690706066,0.159464424991418,0.0262101451472338,0.735704648833159,0.246776057350325,0.0844065046287049,0.0239730246801844,0.298425588570467,0.358461058091271,0.232650072217041,0.154392416088939,0.216009474531058,0.30946536952248,0.131657416540211,0.019924746582324,0.0622332091720865,0.107188379188114,0.413189346700514,0.261389840429881,0.116011929813832,0.225042152285453,0.484658401637635,0.127900034781004,0.261686437656889,0.55164516044875,0.199617424233554,0.685452913660678,0.263900622140193,0.0620883431729048,0.827023940556064,0.825986927249067,0.0985624366000165,0.0672248588234691,0.117770460161947,0.789051771639604,0.288764456510199,0.566436022328972,0.185802948877373,0.0696772848162901,0.501535310167413,0.451284140788665,0.646789294111523
1.37552602509682,0.0441773683897318,0.261584106681225,0.856171984481325,0.0863476482286361,0.142820224370692,0.0123060162577882,0.482585108721443,0.187969045446663,0.117603595656711,0.0245457488196689,0.611351146545646,0.205621661400062,0.266129338362327,0.710623354831592,0.575048272160077,0.0691345467677999,0.157959155136353,0.587094995160136,0.991036171549357,0.564941269638071,0.115438177846295,0.0452122787066639,0.0910322615979667,0.270672004618842,0.154307133753554,0.0697895406646173,0.436485092767589,0.64500793858234,0.133992327210324,1.25794112487884,0.124822014531806,0.518133220224458,0.468041368767888,0.017983502434719,0.0183116738334982,0.10548841124358,0.183688159138267,0.719895578868552,0.229494500183737,0.189054170862716,0.32534705656631,0.101682716109407,0.254304558674395,0.081741459499716,0.0501812514892842,0.395757282585091,0.433395722981486,0.349676200321068,0.0192909727176465,0.0953104807734901,0.737651733388342,0.520915582702096,0.656900856539336,0.307801517553317,0.21206192636381,0.487361541226152,0.0411747651925896,0.294914014407334,0.0276037456496715,0.203707781841486,0.163526725249459,0.384600275425836,0.0422700780361159,0.0452834315241664,0.25588260222804,0.00952465653696211,0.183655139886446,0.529533937698336,0.175472398099292,0.0786593698213157,0.0998467348150552,0.0451864005334331,0.168254338935621,0.0207197800837862,0.523577276334434,0.113642546745655,0.166052081952944,0.0673247271244494,0.181222411287178,0.558140761915154,0.341207182044356,0.604512816936787,0.0289517949615405,0.148648082828271,0.219889751172321,0.0681342054958253,0.195826091718651,0.107295847152829,0.0891989120533383,0.0963553894539088,0.10608776423149,0.0162646086764962,0.430164779922287,0.263239991956075,0.296317336526001,0.067615160679063,0.495947074621697,1.00033698751179,0.0141435493928337
1.08955158059765,0.0297816309533357,0.6378311497591,0.0840008474881897,0.0131129870562598,0.580489468916413,0.198569513809967,0.0642425846604289,0.050035180693083,0.0459325449791493,0.258554363902014,0.237450902434465,0.217028091180606,0.436903038129593,0.260349804814545,0.0649056484140566,0.365120916834655,0.921288296044277,0.752870610220318,0.429086330032484,0.0310729025807147,0.194002531215442,0.268046618359688,0.140103059098549,0.191080241531026,0.382991910254102,0.36870910569617,0.479454423576609,0.0715017567822511,0.629672856478244,0.126921864884901,0.10487433909565,0.611758343687657,0.0673931385573245,0.0995283739349102,0.931224771511182,0.327877950051009,0.349509706857588,0.765946424288026,0.329918814601571,0.698332566110469,0.183184351922877,0.00858505649165642,0.0321377862393147,0.042743019880499,0.442754280133327,0.516861812471081,0.694291772505699,0.942688620501141,0.116008823762861,0.36219181253704,0.199056593675767,0.151342311585486,0.453011171660696,0.479060791428291,0.135057372957546,0.163306174020463,0.18940075428498,0.942744711694576,0.237200034752397,0.352315102178946,0.926043094722075,0.910144414034798,0.00897115149330986,0.0820976777824086,0.035748750778567,0.220369571783669,0.347470426962172,0.198633053110294,0.268966531752121,0.277616002060554,0.82025024715396,0.355709493780541,0.217166763804997,0.0592052275654227,0.0778620633829008,0.206427714825495,0.383103696136091,0.148342052186226,0.376282800497836,0.220584246896032,0.117582581029521,0.582114365876446,0.0270599081185385,1.00760306658766,0.234837988899716,0.665076388304873,0.0730364657242207,0.445412825945852,0.371105579398069,0.455518411291675,0.600952053716366,0.232979495295826,0.193380172566426,0.487199108173551,0.606676936460774,0.0329244648904455,0.431048714761712,0.17746691918352,0.618912092862171
